LEXEM,FREQ
gratificação-prêmi,4
gran,4
graduações.,4
goulart,4
gost,4
gomez,4
goiân,4
godo,4
gm,4
giz,4
giuglian,4
giovan,4
ginas,4
gild,4
gil,4
gg,4
gesetzgeb,4
gesetzeskraft,4
gesetz,4
gerenc,4
gerações.,4
genovev,4
gazal,4
gasparin,4
gasolin,4
gas,4
garot,4
garantir,4
galg,4
für,4
fíg,4
félix,4
fático-probatória.,4
fusex,4
furn,4
função.,4
funÇÕ,4
funas,4
fuj,4
frustrar-lh,4
frio/rj,4
frejd,4
franque,4
fragment,4
fracionÁri,4
foz,4
foundation,4
fotograf,4
fotocópia.,4
fotocÓp,4
fot,4
fortalec,4
formulou-s,4
ford,4
foram-m,4
foi-m,4
foi-lh,4
fls.4,4
florênci,4
flex,4
fl.55,4
fl.5,4
fl.3,4
fixação.,4
fixar-s,4
fisioterapeut,4
fiscalizá-l,4
fiscalização.,4
firmar-se-,4
finor/sudene/bnb,4
finaliz,4
filiação.,4
fiduciÁr,4
fidedign,4
fictício.,4
fictíci,4
fich,4
fev/1991,4
fertil,4
fenac,4
felint,4
felici,4
feb,4
fc-8.,4
fc-1.,4
façam-s,4
favoreu/francisc,4
fav,4
fauz,4
far-se-á,4
família.,4
fam,4
falecendo-lh,4
falcão.,4
fad,4
facultando-s,4
fac-símile.,4
exército.,4
extraçã,4
extraindo-s,4
extraditand,4
extracurricul,4
extirp,4
exterior,4
extensí,4
extemporâneo.,4
expropriação.,4
expropriatória.,4
expropriatori,4
exprim,4
exportaçõ,4
exportação.,4
explos,4
expl,4
expert,4
expedindo-s,4
exit,4
exemplificativ,4
excluí-l,4
excluirem-s,4
excluem-s,4
exceÇÕ,4
excessiv,4
except,4
exauriu-s,4
exarou-s,4
ex-v,4
ex-tunc,4
ex-sen,4
ex-secret,4
ex-particip,4
ex-parlamentar.,4
ex-ocup,4
ex-ministr,4
ex-cônjug,4
ex-celetistas.,4
ex-autor,4
evoluçã,4
evoca-s,4
ev,4
eustáqui,4
europ,4
euric,4
etiquet,4
eth,4
etern,4
etel,4
estudantil,4
estu,4
estipêndio.,4
estipulação.,4
esterlit,4
estatutári,4
estatutari,4
estar-s,4
estalaj,4
estal,4
estadu,4
estado-autor.,4
estabiliz,4
estabelecendo-s,4
estabelece-s,4
esquivar-s,4
espequ,4
espanh,4
esmer,4
esgrim,4
esgota-s,4
esdrúxul,4
escorreit,4
esbulh,4
erron,4
errad,4
ernan,4
erigir-s,4
eraldin,4
equipará-l,4
equiparava-s,4
equal,4
ep,4
enérg,4
ené,4
enum,4
entÃ,4
entwicklung,4
entreten,4
entrav,4
enquadrar-s,4
engepas,4
engan,4
enfatizando-s,4
energé,4
energip,4
ench,4
encaminhando-lh,4
empréstimo.,4
emprestar-s,4
empresari,4
embaraç,4
elás,4
elv,4
elise,4
eliminá-l,4
eli,4
eletrônica.,4
eletrific,4
eletricit,4
elen,4
eix,4
einzelakteben,4
eingeführt,4
eiac,4
eia,4
efpce,4
effectiv,4
efetivaÇÃ,4
edvald,4
educação.,4
edr,4
editou-s,4
ecad,4
ec-01/69,4
dübb,4
dúb,4
dóri,4
dívida.,4
dívida.,4
dígit,4
dv,4
dut,4
dulaney,4
du,4
drag,4
dpf,4
dougl,4
donizet,4
don,4
domínio.,4
domínio.,4
domÍni,4
dominic,4
doming,4
dodf,4
doação.,4
do,4
divorci,4
divisível.,4
diversific,4
distribuição.,4
distrat,4
distr,4
distanci,4
dissÍdi,4
dispôs-s,4
dispor,4
disponível.,4
dispo,4
dislat,4
discutiu-s,4
discutirem-s,4
discussão.,4
discrímen,4
discriminação.,4
discr,4
discern,4
dirimir,4
dirige-s,4
direito/sérgi,4
dirc,4
diplomática.,4
diniz,4
dimensã,4
diligência.,4
dignit,4
digest,4
diferenciação.,4
diferencia-,4
difamação.,4
difamaÇÃo.,4
dicça,4
dict,4
dias-multa.,4
dian,4
diafragmá,4
dezembro/91,4
dez/95,4
devolver-lh,4
devolvendo-s,4
deveu-s,4
devass,4
deusim,4
determinaÇÃ,4
determinarã,4
determinar-s,4
determina-s,4
detençã,4
desvel,4
desum,4
destinatários.,4
destinatari,4
destaquem-s,4
destaque-s,4
destaq,4
dessum,4
desproporç,4
desproporcional,4
desprezível.,4
desprestigi,4
desport,4
despont,4
despojar-s,4
despen,4
desorden,4
desonest,4
desocupação.,4
desnat,4
desmed,4
deslocou-s,4
designad,4
desidi,4
desiderat,4
desfundament,4
desfalqu,4
desenvolvendo-s,4
desenvolt,4
desempat,4
desembargador-presid,4
desembaraÇ,4
descubr,4
descontrol,4
descontinu,4
desconstituí-l,4
desconstituiçã,4
descompens,4
desatrel,4
desatenç,4
desarranj,4
desapropriações.,4
desapropriaçõ,4
desaposs,4
desaperceb,4
desagu,4
derrub,4
derrot,4
depress,4
depositário.,4
denunciaçã,4
denegá-l,4
denegatori,4
demonstraÇÃ,4
demonstrar-s,4
demogrÁf,4
democratic,4
democrat,4
demissão.,4
dell,4
deliberou-s,4
delegação.,4
deinfr,4
defrontando-s,4
definir,4
deferindo-,4
defende-s,4
defas,4
deduzindo-s,4
decretos-leis.,4
decretação.,4
decorrÊnc,4
declíni,4
declinatór,4
declarações.,4
declaratório.,4
declaratória.,4
decisórios.,4
decisiv,4
decision,4
decert,4
decen,4
debil,4
debet,4
debate-s,4
de29.9.0,4
datas-bas,4
daqueloutr,4
danific,4
damási,4
dakot,4
dairel,4
cúmplic,4
cúbic,4
côrt,4
cópias.,4
código.,4
cód.,4
célul,4
cânon,4
câmara.,4
cárm,4
cárc,4
cÂmbi,4
cz,4
custódia.,4
curvar-m,4
curvando-m,4
curva-s,4
curios,4
cumulação.,4
cumprir,4
cum,4
cultiv,4
cuju,4
cuidava-s,4
cuidad,4
csn,4
crédito.,4
crédito-prêmio.,4
crédito-prêmi,4
crÉdito.,4
crucil,4
cronológica.,4
cronogram,4
crom,4
cristian,4
criminológico.,4
crichign,4
crav,4
coêlh,4
covês,4
corrija-s,4
corric,4
cor,4
coobrig,4
convol,4
convocatório.,4
convocatóri,4
convenÇÃ,4
convencion,4
conval,4
contábil.,4
contumaz,4
contrÁri,4
controvérsias.,4
contrapõe-s,4
contraprov,4
contrapor-s,4
contra-razÕ,4
contra-indic,4
continência.,4
conteÚd,4
contextu,4
contenç,4
contas-caução.,4
contad,4
conta-sal,4
consórcio.,4
consumou-s,4
consubstancia-s,4
constituído.,4
constituídas.,4
constitutionnel,4
constituiçõ,4
constituica,4
constitucionalidad,4
consigne-s,4
consignatória.,4
consignatór,4
consideração.,4
consideraÇÕ,4
considerar-se-,4
consideramo-n,4
consert,4
conseqüências.,4
consem,4
consab,4
conjunç,4
conheço.,4
congestion,4
confundi-l,4
confort,4
conformil,4
confirmá-l,4
confirma-s,4
configuraÇÃo.,4
confidencial,4
conferir-lh,4
conferindo-lh,4
confecc,4
conexão/contin,4
conexã,4
condição.,4
condign,4
condicionando-s,4
condenações.,4
condenaÇÕes.,4
condenatório.,4
concretud,4
concluír,4
conclusões.,4
concessões.,4
concession,4
concedê-l,4
comut,4
comunicaçã,4
compulsória.,4
compulsando-s,4
comprovação.,4
compromissór,4
composição.,4
compo,4
compatibiliz,4
compati,4
compartilh,4
compactu,4
comoç,4
comissõ,4
cominatór,4
comercializaçã,4
combustíveis.,4
colun,4
coligaçõ,4
colab,4
cogni,4
cogent,4
coerç,4
coação.,4
coag,4
co-subscri,4
co-réus.,4
co-rÉu,4
co-proprietár,4
co-aut,4
co-au,4
cnpq,4
cnpj,4
clév,4
cláusula.,4
cláss,4
club,4
clim,4
cleverson,4
clausul,4
classificatór,4
civit,4
civ,4
ciurr,4
citação.,4
citação-edital.,4
citaÇÃo.,4
cirúrg,4
ciriac,4
cint,4
cinquent,4
cingir-s,4
cingindo-s,4
cimed,4
cim,4
cientificatór,4
chouk,4
choca-s,4
chega-s,4
cfe,4
cf/1967,4
cf/1891,4
ceu/rt,4
cetesb,4
cesp,4
cervej,4
certifiqu,4
certificou-s,4
certidão.,4
cejup,4
cedent,4
ceda,4
cd-rom,4
causando-lh,4
catharin,4
cataguas,4
cat,4
cassatóri,4
carênc,4
carmén,4
carioc,4
carcer,4
carc,4
caram,4
caracterizar-s,4
capitã,4
capital/rj,4
capital-rj,4
candid,4
cand,4
camionet,4
cam,4
calun,4
cald,4
cais,4
cair,4
café,4
cabr,4
c/,4
c.pr.pen.milit,4
c.f./6,4
búzi,4
bélg,4
bÁsic,4
bverfgg,4
buch,4
bryd,4
brun-ott,4
brot,4
brasília/df,4
brasil/itál,4
branco-ac,4
brag,4
bourg,4
bornhausen,4
bord,4
bonifáci,4
bonific,4
bonfim,4
bol,4
boa-fé,4
bittencourt,4
bisp,4
binac,4
biciclet,4
bialsk,4
bhsc,4
beyond,4
bern,4
beneficiário.,4
beneficiÁrios.,4
beneficiÁrio.,4
belém,4
befiex,4
basal,4
barcaren,4
bandep,4
bancária.,4
bancen,4
baldi,4
balancet,4
bairr,4
bagé,4
bachof,4
ba,4
azeved,4
avençado.,4
avença.,4
avaliação.,4
auxílio-acid,4
autárquicas.,4
autuação.,4
autorizando-,4
autocol,4
autoaplic,4
auto-encadern,4
autarquia-recorr,4
auditóri,4
audiovis,4
atípico.,4
atualização.,4
attractionil,4
atrás.,4
atroar,4
atribuíss,4
atribuições.,4
atribuir-s,4
atribuindo-s,4
atribuindo-lh,4
atividade-fim,4
ater-s,4
atenh,4
atalib,4
atacad,4
astreint,4
assujeit,4
associação.,4
association,4
assoc,4
assoberb,4
assinale-s,4
assentando-s,4
assegura-s,4
assad,4
asf,4
artér,4
articulando-s,4
arremet,4
arrast,4
arquitet,4
arn,4
arl,4
ariel,4
argut,4
argumentação.,4
arbitrária.,4
araçatub,4
aranh,4
aquilat,4
aqueloutr,4
apól,4
apênd,4
apuraÇÃ,4
apuratóri,4
aprox,4
apropriaçã,4
aprision,4
apresentaÇÃ,4
apresentam-s,4
apreciá-lo.,4
aposentação.,4
aposentar-s,4
apontou-s,4
aplicar-se-,4
aplicar-lh,4
aplaud,4
apesp,4
apelaÇÃo.,4
apar,4
aoq,4
anÁlog,4
anuÊni,4
anulatória.,4
antonina/pr,4
antigüidade.,4
anthony,4
anp-,4
anorm,4
ano-base/93,4
ano-base/92,4
ano-base/91,4
angr,4
anderson,4
analisando-s,4
amoldam-s,4
amold,4
amerikan,4
ambival,4
amarilh,4
amarg,4
amal,4
amab,4
alíquotas.,4
alÇ,4
alvor,4
alumíni,4
aludiu-s,4
alternânc,4
alternad,4
along,4
alinhav,4
alinha-s,4
alienação.,4
alicerçar-se.,4
alguém.,4
alf,4
alenc,4
alemã.,4
alecrim,4
alcoól,4
alcin,4
alcançada.,4
akik,4
ajuizou-s,4
agrária.,4
agropecuário.,4
agrom,4
agregaçã,4
agred,4
agr/r,4
agr/pr,4
agr-s,4
agr-rcl,4
agr-edv-agr,4
agit,4
agend,4
aga,4
afrontando-,4
afrf,4
afirmou-s,4
afirmando-s,4
afigura-,4
aferiÇÃ,4
afeit,4
aeronáutica.,4
adúlter,4
adíli,4
advi,4
aduz-s,4
adotar-s,4
admonitár,4
admnistr,4
admissível.,4
adjetiv,4
adimplência.,4
adhem,4
adequando-s,4
adc-4,4
ad-2,4
acórdãos.,4
acusatório.,4
acréscimo.,4
acrescentou-lh,4
acorr,4
acorda,4
acompanhá-l,4
aclar,4
acionár,4
acidentÁria.,4
acent,4
acen,4
aceitar-s,4
acarretar-lh,4
acadêm,4
ac-q,4
ac-mc-q,4
ac-agr-q,4
abstenç,4
absolviÇÃ,4
abre-s,4
abrah,4
abort,4
abenço,4
abdall,4
abarrot,4
abaliz,4
abaixo-assin,4
ab-rogatori,4
`o,4
/raf/,4
.1,4
******,4
írrit,3
ão,3
Óbices.,3
Ínf,3
Índic,3
Índi,3
vÍncul,3
vÁl,3
von,3
vocabul,3
viÚvo.,3
violar-s,3
vigilanc,3
vice-,3
viaj,3
veÍcul,3
verÃ,3
versu,3
veil,3
variÁ,3
varia,3
valr,3
utilizou-s,3
usucapiÃo.,3
usucapi,3
urgÊncia.,3
unititular,3
unificaÇÃ,3
tônu,3
tóxico.,3
têm-s,3
tÃo-s,3
transmudando-,3
totum,3
toron,3
torment,3
tol,3
tipificaçã,3
terminil,3
teratolog,3
tenha-s,3
temporari,3
taf,3
súpl,3
só,3
sÚdit,3
superfatur,3
sugest,3
subsume-s,3
substÂnc,3
substrat,3
substitui-l,3
subprocurador-,3
submetendo-,3
sorocab,3
sonegaçã,3
societat,3
sobriedad,3
sobrevind,3
situando-s,3
simultÂne,3
simulaçã,3
simetr,3
sidney,3
sessÃ,3
seren,3
sep,3
sentinel,3
segregaçã,3
securitár,3
secretári,3
se-l,3
sbd,3
saúde.,3
saÚd,3
satisfazê-l,3
sanÇÃ,3
sang,3
salic,3
rp,3
ro,3
riedel,3
revestir-se-,3
reuniÃ,3
retribuiçõ,3
retribuiÇÕ,3
retrataçã,3
restauraçã,3
ressentir-s,3
respondê-l,3
resoluçõ,3
repudi,3
repercussÃ,3
remoçã,3
rej,3
reequilibr,3
reelegibil,3
reeleg,3
reedições.,3
reediÇÕes.,3
redefin,3
rect,3
reconsideraçã,3
recolher-s,3
reclusÃo.,3
reclassificaÇÃo.,3
reclamatÓria.,3
realizaÇÃ,3
rd,3
razões.,3
rangel,3
ramalh,3
racional,3
qualificaÇÃ,3
publicaÇÃo.,3
psicotÉcnico.,3
próprio.,3
própria.,3
prÉvia.,3
provê-l,3
prová,3
prosseguindo-s,3
proprietári,3
progred,3
profissÃ,3
produção-distribuição-consum,3
prodigaliz,3
procrastinatóri,3
probatÓr,3
prisão.,3
previdênciário.,3
prevenÇÃ,3
preteriçã,3
presidenc,3
prescindí,3
prejuízo.,3
prejulg,3
preferenc,3
precári,3
precisã,3
prat,3
poupanÇ,3
potá,3
potenci,3
poster,3
posiÇÃ,3
portuária.,3
pormenorizad,3
política.,3
polÍcia.,3
policial-mil,3
planti,3
pf,3
petróleo.,3
petiçõ,3
pess,3
perpetuati,3
penetr,3
pecuniária.,3
particulariz,3
parcial,3
paraib,3
par.3,3
padra,3
orl,3
originÁria.,3
orientaçõ,3
organizaçõ,3
opportun,3
oponí,3
opiniõ,3
operação.,3
operacional,3
oci,3
ocasiÃ,3
obedienc,3
obedecendo-s,3
não-ocorrenc,3
não-nac,3
nÃo-admissa,3
nullité,3
nstitucional,3
notificaÇÃo.,3
nomeaçã,3
noit,3
neuz,3
negligenci,3
naval,3
nab,3
méxico.,3
máxim,3
mutati,3
muscul,3
munu,3
mudandil,3
movimentaçã,3
motivação.,3
motivaÇÃo.,3
motivad,3
moratÓrios.,3
monopol,3
monocromá,3
molést,3
modificaÇÃ,3
mençã,3
matÉria.,3
mariz,3
manutenÇÃo.,3
manuse,3
mamograf,3
majoritari,3
mafi,3
m.p,3
luis,3
logís,3
locação.,3
localizaÇÃ,3
litÍgi,3
litisconsorc,3
licença-,3
licenÇa-prÊmi,3
legí,3
l.691/8,3
jurídico-previdenciár,3
jurídico-leg,3
jurÍdico.,3
jurÍdicas.,3
jurisdiÇÃo.,3
iv.,3
itapemirim,3
isenta-l,3
isaur,3
irmã,3
ipc-r.,3
início.,3
invoqu,3
inventári,3
intrinsec,3
intervi,3
interrogatÓrio.,3
intermediár,3
interlocut,3
insuscetí,3
instituída.,3
institucional,3
instauraÇÃ,3
inocência.,3
iniciará,3
infrutif,3
infraleg,3
infraconsituc,3
inflação.,3
inflacionari,3
inextensibil,3
inexeqüível.,3
inevitá,3
inescusá,3
inepc,3
indÍgena.,3
indÍgen,3
individualizaÇÃ,3
indesej,3
indefinid,3
indefere-s,3
incriminaçã,3
incorporação.,3
incomprov,3
incompetência.,3
inclusÃo.,3
incabÍ,3
inadequaçã,3
inadequaÇÃ,3
imÓvel.,3
impugná-l,3
imprescindi,3
importaçõ,3
impor-s,3
implicitud,3
imiscu,3
ilÍcit,3
ilegÍvel.,3
ilegibil,3
ii.control,3
ideolog,3
i.p.,3
honorari,3
hipótese.,3
hipossuficiênc,3
hermeneu,3
haja-s,3
gráfica.,3
graf,3
grac,3
golp,3
genérico.,3
genocídi,3
fé,3
fático-probatória.,3
fÉr,3
fÁtico-probatÓria.,3
fusm,3
funs,3
fundaçã,3
funcional,3
frustraçã,3
frustrar-s,3
frag,3
forÇ,3
fizeram-s,3
fixar-lh,3
fisic,3
fiscalizaÇÃo.,3
fip,3
fevereiro/89,3
federal,3
fazendari,3
fac-simile.,3
fac-similar.,3
exÉrcit,3
extradiã,3
extinÇÃo.,3
expulsori,3
expressa,3
exportaÇÃo.,3
explícito.,3
exequ,3
executóri,3
exclusÃ,3
excluirá,3
exasper,3
ex-offíci,3
evoluÇÃ,3
evitá-l,3
evidênc,3
evadir-s,3
esvaziar-s,3
estrane,3
estipendi,3
estatutário.,3
estatutÁrios.,3
estacion,3
espirit,3
específica.,3
especÍfica.,3
especificaçã,3
esmaec,3
esclarecendo-s,3
er,3
equiparaÇÃ,3
encomend,3
encan,3
emperr,3
embarcaçã,3
elétrica.,3
elÉtrica.,3
elo,3
elevaÇÃ,3
eleiÇÕ,3
elegibil,3
egid,3
efêm,3
eduz,3
econômico/financ,3
ec-01/96.,3
ec-01/69.,3
dê,3
dubi,3
drª.,3
doaÇÃ,3
divÓrci,3
divergenc,3
div,3
discutirá,3
discutir-s,3
discricionari,3
dilaÇÃ,3
diferença.,3
diciári,3
dezessel,3
destacad,3
desqualif,3
desistÊnc,3
desfavora,3
deserçã,3
deserÇÃo.,3
desenganad,3
descriçã,3
desconsideraçã,3
desclassificaÇÃ,3
descaracterizaçã,3
descaracterizaÇÃ,3
desarm,3
dependÊnc,3
denegando-s,3
democra,3
demarcaÇÃ,3
delibaçã,3
delegatár,3
delat,3
deixando-s,3
definir-s,3
define-s,3
defere-s,3
dedutibil,3
dedut,3
decretos-l,3
daçã,3
d0,3
d.,3
círcul,3
cumulaçã,3
cumprindo-s,3
cuide-s,3
cprpen,3
corporil,3
coronÉil,3
cooperaçã,3
cooperativ,3
convalesc,3
controvÉrsia.,3
contrataÇÃ,3
contrap,3
contraditÓrio.,3
contra-razões.,3
contiv,3
constânc,3
construçã,3
constriÇÃ,3
constituir-s,3
conspícu,3
considerável.,3
considerará,3
conservaçã,3
consentane,3
conforma-s,3
confiança.,3
confederaÇÃ,3
confeccion,3
conexa,3
condescendênc,3
condescend,3
condenaÇÃo.,3
concreçã,3
concluíd,3
conclusÕ,3
conciliar-s,3
conceder-s,3
comuniqu,3
comprovaÇÃo.,3
componh,3
compensá-l,3
compart,3
compars,3
comoçã,3
comissÃo.,3
comissa,3
comed,3
colocaçã,3
colim,3
cogniçã,3
co-r,3
co-particip,3
co,3
classificação.,3
circunscrevendo-s,3
circund,3
cinematográf,3
cienc,3
cf/67.,3
camufl,3
calÚn,3
c/c.,3
c.proc.civ,3
c.pr.p,3
c.pr.civil,3
c.p.pen,3
brinqued,3
brasília.,3
bonil,3
bieni,3
baseando-s,3
bancÁri,3
bancari,3
aÇÕ,3
avaliaÇÃ,3
automÁ,3
autodef,3
audiênc,3
atécn,3
atacá,3
ataca,3
assest,3
assegurar-s,3
assegura-lh,3
assecur,3
articulaçã,3
arguiçõ,3
apô,3
apurar-s,3
apura-s,3
apeg,3
aor,3
anÔnima.,3
anulaÇÃ,3
anulatóri,3
anulatÓr,3
angul,3
ampliando-lh,3
ameac,3
alimentÍcia.,3
alienigen,3
alib,3
agrm,3
agrid,3
agi,3
afrmm,3
afret,3
afirmaçõ,3
affons,3
adstringir-s,3
admissa,3
adesã,3
adaptaçã,3
ad-hoc,3
acórdãos.,3
acusaÇÃ,3
acolher-s,3
achar-s,3
academ,3
abriu-s,3
abrangênc,3
abeas-corpu,3
a.d.c.,3
_,3
.335/87,3
.112,3
útil,2
única.,2
última.,2
öffentlichen,2
öffentlich,2
ônus.,2
ótim,2
óticas.,2
ótica.,2
órtes,2
óri,2
órbit,2
óle,2
óbice.,2
írrito.,2
ínterim,2
íntegra.,2
ético-,2
éric,2
éassim,2
é.,2
é-,2
änderung,2
ão,2
ânim,2
âmag,2
át,2
áreas.,2
álv,2
álib,2
ále,2
álcool.,2
água.,2
áciud,2
àquela.,2
àa,2
Ótic,2
Ão,2
¿,2
¼,2
´serviç,2
´d´,2
´a´,2
§7o,2
§1ª-,2
§1o-,2
§1o,2
§1-,2
zél,2
zurkinden,2
zur,2
zum,2
zukunft,2
zone,2
zoik,2
zen,2
zeferin,2
zancan,2
zambell,2
zam,2
yussef,2
yukihir,2
yoland,2
yokohama-sh,2
yal,2
yaarshell,2
xlt,2
xist,2
ximen,2
xiii/468,2
xiii/467-468,2
xifr,2
xerox,2
xadrez,2
x/2.700-2.701,2
würzburg,2
wär,2
wyrsch,2
www.stf.jus.b,2
woodbury,2
wladm,2
wirklich,2
willoughby,2
wiesbaden,2
whit,2
wheth,2
wet,2
westel,2
westchest,2
werlang,2
wendel,2
well,2
weilburg,2
weid,2
websit,2
wayn,2
watkim,2
washington,2
warren,2
warning,2
walm,2
waldeux,2
waldem,2
wa,2
vítimas.,2
vítima.,2
vênia.,2
vêm-n,2
vê-l,2
vã,2
válidos.,2
válidas.,2
válida.recurs,2
vácu,2
vÍtima.,2
votorantim,2
voto-venc,2
votaçõ,2
votaÇÃ,2
voluntário.,2
voluntárias.,2
voluntária.,2
voltaram-m,2
voltando-s,2
voltando-m,2
volot,2
volkweis,2
voli,2
vol-02224-02,2
voidabl,2
vog,2
vocÁbul,2
vocalat,2
vladimirovitch,2
viável,2
vizzott,2
vivenci,2
vitória/,2
vitória.,2
vitalícia.,2
vitalícia.,2
vitalin,2
vitalici,2
vital,2
visualiz,2
vista/rr,2
visou-s,2
vislumbrar-s,2
viscond,2
visando-s,2
visando-,2
virul,2
virgín,2
virem-m,2
virag,2
vir-s,2
vir-m,2
violência-apavv,2
violando-s,2
vindour,2
vinculaçõ,2
vinculação.,2
vinculatór,2
vinculando-s,2
vinc,2
villalb,2
vilipendi,2
viii/4.238-4.240,2
vii-,2
vigenci,2
vielitz,2
vidr,2
vidig,2
videplast,2
videira-sc,2
vidal,2
vict,2
vice-vers,2
vice-líd,2
viadut,2
viabilizá-l,2
vi.,2
vh,2
veículos.,2
veículo.,2
veÍculo.,2
vetá-lo-,2
vetá-l,2
vestiment,2
verÃo.,2
verwerfungskompetenz,2
verweigerung,2
verwaltung,2
versa-s,2
verossimilhança.,2
verossimilh,2
vernáculo.,2
vernácul,2
vermelh,2
verlag,2
verifiq,2
verificaval,2
verificaca,2
vergín,2
verg,2
verfassungswidrigwerden,2
verfassungswidrigkeit,2
verfassungswidrigen,2
verfassungstheori,2
verfassungsrechtsbewahrungsverfahren,2
verfassungsgerichtsbarkeit,2
verfahr,2
ver-se-,2
venturin,2
vent,2
venham-m,2
venceslau/sp,2
vells,2
velho/ro.,2
velho/r,2
velha/es.,2
veio-m,2
veig,2
veiculaçã,2
vedá-l,2
vedação.,2
vedaçl,2
vedaÇÃ,2
vedaÇa,2
vedar-s,2
veda-s,2
vectr,2
ve,2
vasso,2
vassimon,2
vasqu,2
vasodilat,2
vasectom,2
varã,2
varj,2
variável.,2
varig,2
variaçõ,2
vapoz,2
vanwelkenhuyzen,2
vanwelkenhuysen,2
vanteg,2
valv,2
valt,2
valorizaçã,2
valis,2
validá-l,2
valh,2
vale-,2
valdomir,2
valdoc,2
valdivin,2
valdiren,2
valdec,2
valadares/mg.,2
vai-s,2
vagu,2
vacuum,2
vacil,2
vacaria/r,2
v/671,2
v/384,2
v/2.742-2.743,2
uxóri,2
uxori,2
utilizaram-s,2
utilidade/necess,2
usurpou-lh,2
usufruído.,2
usufruí-l,2
usufrut,2
usucapí,2
usicafé.,2
use,2
uruguai,2
ursodesoxicól,2
urp/89.,2
urn,2
urh,2
urbanís,2
universitária.,2
universita,2
universit,2
unisy,2
uniserv,2
unisant,2
unipesso,2
unibanc,2
une,2
unaí/mg.,2
un,2
umesp,2
umbert,2
uma,2
ugo,2
ufpr,2
ufg,2
uematsu,2
uberlândia.,2
uberab,2
u.,2
túnel,2
tóxicos.,2
títulos.,2
típicos.,2
típico.,2
típico-pen,2
típica.,2
têxtil,2
tênu,2
térci,2
técnioc,2
técnicos-científicos.,2
técnico-legisl,2
táxil,2
táxi.,2
táv,2
tÃ,2
turís,2
turv,2
turpin,2
turma/câm,2
tumult,2
tubul,2
tub,2
tst.gp,2
tst-ro-ar-628/2002-000-03-00.9,2
tst-ac-105038/2003-000-00-00.4,2
tráfico.,2
trá,2
trucul,2
trt/pi.,2
trt/7ª,2
trt/19ª,2
trt-p-057/99.,2
trt-,2
trouxe-m,2
trott,2
trossim,2
troféu,2
triângul,2
tripudi,2
trinten,2
trindade/g,2
trimestral,2
tributário-,2
tributÁrias.,2
tribute-s,2
tributari,2
tribnun,2
trf1,2
trf/1ª,2
trf/,2
trf-5ª,2
trf-5.,2
trf-1ª,2
treati,2
treat,2
tre/b,2
tratou-,2
tratarem-s,2
tratam-s,2
tratad,2
traspass,2
tras,2
transvers,2
transva,2
transpost,2
transplant,2
transp,2
transmut,2
transmis,2
translúc,2
transitória.,2
transitÓri,2
transgressÃ,2
transformá-lo-,2
transformá-l,2
transformou-s,2
transformar-s,2
transformando-,2
transforma-s,2
transforma-,2
transfir,2
transferÊnc,2
transferindo-s,2
transcreve-s,2
transcorreu-s,2
transa,2
trancá-l,2
tramitação.,2
tram,2
training,2
tradução.,2
traduçã,2
trading,2
trabalho-sat.,2
tra,2
tr/trd.,2
tr/trd,2
tp,2
toz,2
totaliz,2
tornou-,2
torna-,2
tomá-la.,2
tomá-l,2
tomou-s,2
tomb,2
tomando-,2
tolher-lh,2
tognill,2
tocc,2
tob,2
tjsc,2
tjc,2
tjb,2
tj/mg.,2
tj/jr,2
tj/c,2
tj/ac,2
tj-sp.,2
tj-r,2
tj-mg,2
tj-df,2
tit,2
tirotei,2
tinoc,2
tinha-s,2
timbr,2
tijuc,2
tiezz,2
ticin,2
tiburcio/luí,2
thomé,2
theotoni,2
themístocl,2
thal,2
tfr/5,2
teÓr,2
tex,2
tessit,2
tessarol,2
terça-feira.,2
tertium,2
terracap,2
terminou-s,2
terminolog,2
tergivers,2
teresópolis.,2
teresópolil,2
terci,2
terceirização.,2
ter/mg,2
ter-,2
teotoni,2
teodor,2
tenóri,2
tensão.,2
tenho-,2
tenente-coronel.,2
temática.,2
temporil,2
temporariedad,2
temporal,2
temerária.,2
tem-se-lh,2
telégrafos.,2
televisão.,2
telesp,2
teleológica.,2
teleologic,2
telemá,2
telegráf,2
telefÔnico.,2
telefÔn,2
telecomunicaÇÕ,2
telecom,2
telebr,2
teclam,2
tcp,2
tcl,2
tchec,2
tcdl,2
tc-002.369/2001-8.,2
taxímetro.,2
tautolog,2
taurin,2
tauberbischofsheim,2
taubaté,2
tatu,2
tatsuz,2
targin,2
tarauacá.,2
tar,2
taquigraf,2
tapu,2
também.,2
tamandaré,2
talent,2
tad,2
tacrimsp,2
tacrim/sp,2
tacrim/mg,2
ta/pr.,2
ta,2
t20,2
t.s.,2
t.r.t./2,2
t.r.f./3,2
t.j./r,2
t.j,2
súmulas/stf,2
súmula/stf,2
súmula-stf,2
súm,2
sùmul,2
söhn,2
sólido.,2
sócios-ger,2
sócio.,2
sócio-cot,2
sócio-,2
símil,2
símbolo.,2
sílvi,2
sílv,2
sí,2
sê-lo.,2
século.,2
sã,2
sând,2
sá,2
sÓcio-quot,2
syrup,2
swell,2
swap,2
suíça.,2
sustentácul,2
sustação.,2
suspendê-las.,2
suspendo-,2
suspendeu-s,2
suspender-lh,2
suspendendo-,2
suspende-s,2
suspeição/imped,2
suscitou-s,2
suscita-s,2
suscint,2
surubim,2
surreaux,2
surgir,2
supérstites.,2
supérstit,2
suprimi-lo.,2
